src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,pkt_count,pkt_size_avg,bytes_sent,bytes_received,conn_count_last_10s,same_dst_count,srv_serror_rate,dst_host_srv_count,dst_host_same_srv_rate,is_malicious,attack_type,country_src,country_dst,entropy,flow_id,honeypot_flag
186.118.70.149,243.88.225.153,35732,3530,UDP,8899,310,123,11164,6617,1,12,0.18,45,0.49,0,Normal,Russia,USA,0.31,484,0
108.151.159.67,7.50.135.41,12859,2155,TCP,5078,453,722,30891,41103,28,7,0.38,14,0.79,0,Normal,Germany,India,0.722,485,0
20.131.72.253,251.126.172.216,26088,2151,ICMP,5007,487,68,4684,26188,38,27,0.71,7,0.75,0,Normal,Germany,China,0.147,486,0
99.166.18.194,149.134.101.65,30112,742,ICMP,9722,140,162,31066,13945,13,23,0.66,24,0.13,1,Normal,USA,China,0.484,487,1
120.228.38.40,50.170.21.29,5177,2412,TCP,158,254,1292,4326,14061,33,21,0.5,6,0.46,0,Normal,Russia,Russia,0.475,488,0
199.9.52.222,96.108.216.166,10984,6725,ICMP,4062,11,437,15363,16159,23,24,0.03,21,0.08,0,DDoS,India,China,0.714,489,0
60.80.95.237,106.248.37.62,20571,5967,ICMP,5947,758,841,7080,5371,37,5,0.87,30,0.61,0,Normal,USA,UK,0.552,490,0
210.185.181.222,75.18.160.244,6355,5380,UDP,4108,34,710,33881,49077,14,21,0.71,42,0.04,0,DDoS,China,Russia,0.183,491,0
60.125.125.149,202.72.90.83,33056,1909,TCP,9000,509,156,4240,7355,49,8,0.11,37,0.15,0,Normal,Germany,UK,0.634,492,0
206.255.72.162,144.159.79.7,30334,3134,UDP,8151,75,1231,22925,22922,9,22,0.44,37,0.14,0,Normal,USA,Germany,0.764,493,0
222.67.4.58,136.120.64.192,8751,5701,ICMP,1094,741,596,4049,2504,27,3,0.21,16,0.2,0,Normal,USA,Russia,0.752,494,0
140.203.192.155,204.159.211.121,8181,2563,ICMP,3025,230,657,4408,13196,18,15,0.66,48,0.36,0,Normal,Germany,India,0.947,495,0
205.208.121.187,197.205.130.178,60828,4574,UDP,401,756,943,41030,35354,1,7,0.14,22,0.63,0,Normal,India,Germany,0.651,496,0
40.50.173.143,192.237.45.85,28568,7259,ICMP,6689,45,449,11640,9172,42,27,0.05,46,0.08,0,Normal,Germany,Germany,0.678,497,0
78.214.6.234,88.157.29.17,40576,773,TCP,5185,983,392,23889,24305,21,12,0.94,24,0.5,0,Normal,Russia,UK,0.278,498,0
4.172.223.86,208.157.4.52,9360,5070,ICMP,607,377,229,14144,34722,12,28,0.16,36,0.43,0,DDoS,USA,India,0.66,499,0
188.157.224.86,83.36.9.138,27916,5200,UDP,6865,214,1126,32735,25334,3,2,0.95,27,0.62,0,Normal,Germany,India,0.448,500,0
146.153.57.129,90.126.246.62,9799,5004,ICMP,9684,923,512,28352,28617,21,20,0.6,24,0.73,1,Normal,USA,UK,0.85,501,0
175.109.90.68,62.161.96.210,14354,4437,TCP,9799,412,1118,21890,48683,27,27,0.35,22,0.85,0,Normal,USA,UK,0.132,502,0
154.74.224.8,179.108.214.161,44038,7319,UDP,2113,196,813,11170,14254,40,7,0.79,37,0.39,0,Normal,Germany,India,0.686,503,0
217.119.226.68,224.211.74.33,37553,2225,TCP,2857,50,194,1849,12533,16,21,0.43,5,0.24,0,Normal,Germany,USA,0.472,504,0
236.38.57.212,21.159.233.47,6227,3910,TCP,194,458,754,18583,26995,13,15,0.25,12,0.74,1,Normal,Germany,UK,0.795,505,0
11.252.14.2,120.155.132.1,31350,2665,TCP,3393,340,537,5171,40345,44,10,0.15,35,0.67,0,SQL Injection,India,Germany,0.922,506,0
248.136.42.180,56.72.83.204,58631,4487,ICMP,9914,663,1115,17545,15538,5,20,0.45,24,0.92,1,Normal,UK,UK,0.61,507,0
83.183.194.136,253.138.18.148,7603,3939,UDP,1286,236,641,49228,8708,22,8,0.85,48,0.85,0,DDoS,USA,China,0.867,508,0
30.213.219.191,44.58.201.20,30444,3522,TCP,3257,374,1118,49217,21442,44,12,0.38,38,0.99,0,Normal,Russia,India,0.839,509,1
135.236.84.166,90.162.144.218,55666,958,UDP,8540,428,776,32967,1383,39,12,0.47,47,0.77,0,Normal,India,China,0.141,510,0
179.63.9.52,227.156.197.168,56144,6104,UDP,2027,438,1198,10857,6158,24,3,0.84,4,0.52,0,Normal,India,USA,0.455,511,0
186.235.206.183,184.158.211.193,61134,3043,ICMP,4849,187,1194,45651,13433,18,10,0.37,42,0.66,0,Normal,Russia,China,0.546,512,0
145.178.218.4,88.198.215.251,52568,4147,TCP,1971,470,182,43759,15643,21,19,0.43,25,0.83,0,Normal,USA,India,0.745,513,0
115.107.86.137,143.239.232.117,43658,5384,UDP,2956,306,1389,49419,17755,29,10,0.64,42,0.66,0,Normal,UK,Russia,0.856,514,0
204.47.167.118,194.5.79.63,40713,3666,ICMP,9852,596,1415,36020,7303,6,13,0.27,38,0.42,1,DoS,China,China,0.183,515,0
96.142.66.9,235.174.142.92,63128,5216,ICMP,8518,571,1016,40614,12110,19,3,0.48,21,0.16,0,Normal,UK,USA,0.12,516,0
187.10.141.79,126.199.60.230,40253,2562,TCP,8419,547,964,33720,8862,31,10,0.43,20,0.35,0,Normal,India,USA,0.452,517,0
121.234.64.97,183.206.169.213,64046,1150,ICMP,6856,165,874,43298,49781,5,22,0.16,23,0.81,0,Normal,Germany,USA,0.164,518,0
210.55.85.153,15.36.44.211,2311,7804,UDP,4190,727,1143,49827,6047,24,7,0.03,45,0.5,0,Normal,UK,Russia,0.329,519,0
63.220.231.84,232.234.52.2,11104,438,UDP,7713,501,270,19168,43444,29,29,0.04,39,0.59,0,Normal,UK,India,0.991,520,0
254.139.163.212,179.126.37.84,32866,7076,UDP,4747,178,327,32007,29060,42,22,0.85,22,0.13,0,Normal,China,China,0.813,521,0
149.250.89.96,35.146.75.25,59978,1210,TCP,1549,369,1368,42328,15977,26,19,0.19,9,0.14,1,Normal,Germany,Russia,0.643,522,0
159.228.55.41,242.98.164.232,5914,6949,TCP,7392,12,1364,21502,45063,42,16,0.87,46,0.32,1,Normal,Germany,USA,0.586,523,0
9.21.15.234,5.7.223.6,25406,6747,ICMP,7000,112,478,25425,6697,44,15,0.31,25,0.75,0,Normal,USA,China,0.16,524,0
229.102.95.58,143.204.127.238,44124,1042,ICMP,7160,956,375,43701,38698,29,26,0.35,13,0.77,0,Normal,Germany,Germany,0.773,525,0
250.183.130.212,146.4.108.254,28640,96,UDP,5463,38,1497,31206,12808,23,28,0.18,31,0.21,1,Normal,Russia,Germany,0.643,526,0
154.148.63.37,108.27.204.131,53513,1257,UDP,8470,748,555,5053,10947,19,26,0.3,49,0.58,0,Normal,USA,Germany,0.386,527,0
77.125.22.160,54.48.43.161,45372,487,UDP,6418,757,1439,15605,48785,27,15,0.53,32,0.31,0,Normal,Germany,USA,0.371,528,1
224.190.148.236,239.128.157.207,5901,2285,TCP,8027,504,439,9429,32364,38,24,0.2,14,0.94,1,Normal,China,USA,0.501,529,0
129.235.183.178,51.98.72.172,60638,6521,TCP,3582,868,1429,5477,1468,2,4,0.38,21,0.32,1,Normal,India,China,0.268,530,0
249.5.101.67,191.165.233.13,32261,3545,TCP,5642,858,1070,2897,1297,15,3,0.93,17,0.54,0,Normal,China,Germany,0.684,531,0
234.151.210.29,7.247.47.217,62990,4293,ICMP,4363,559,1054,16131,20829,14,1,0.46,5,0.8,1,Normal,India,Russia,0.536,532,0
113.28.76.58,107.31.78.7,52269,6927,UDP,2788,660,272,45225,31269,37,18,0.86,7,0.69,0,DDoS,Russia,Russia,0.402,533,1
61.138.74.103,234.237.25.187,18339,4340,ICMP,3515,944,1226,18961,11698,29,4,0.4,1,0.17,0,DoS,China,India,0.574,534,1
34.227.129.18,40.94.235.252,4711,2501,TCP,8096,526,703,35755,9423,47,19,0.86,35,0.2,0,Normal,India,India,0.989,535,0
48.9.124.16,200.173.147.174,1524,3026,ICMP,8869,465,1483,40428,41414,45,24,0.47,35,0.34,1,Normal,India,Russia,0.46,536,0
138.126.78.27,79.249.17.85,20315,3954,UDP,4717,70,1240,44990,15741,23,13,0.04,9,1,0,Normal,Germany,Germany,0.422,537,1
136.79.28.155,54.112.151.81,55919,1784,TCP,316,800,67,29368,47203,23,5,0.83,25,0.86,0,Normal,India,China,0.941,538,0
105.58.200.218,139.37.156.82,27439,33,TCP,8470,64,1334,18489,7838,6,5,0.35,41,0.12,0,DoS,Russia,India,0.183,539,0
241.91.51.92,216.125.246.63,56236,5775,TCP,5153,128,1384,17796,37365,12,3,0.84,4,0.63,0,Normal,Russia,USA,0.766,540,0
136.233.91.148,134.53.194.231,3401,4813,ICMP,6446,904,71,15934,38461,39,16,0.94,44,0.88,0,Normal,China,India,0.171,541,0
161.5.120.164,232.164.147.44,35984,5515,UDP,6809,868,1175,25361,41002,39,9,0.88,41,0.39,0,Normal,Russia,UK,0.116,542,0
155.23.150.162,160.110.10.175,16285,1046,TCP,4444,113,128,25955,465,29,29,0.17,8,0.75,0,Normal,USA,India,0.22,543,0
112.123.30.94,104.250.30.254,44430,6687,ICMP,8311,225,1121,1990,16220,11,23,0.37,8,0.85,0,Normal,Germany,Germany,0.15,544,0
122.25.223.40,162.69.143.11,35790,2031,TCP,4173,808,543,35955,8391,14,9,0.33,6,0.02,0,Normal,Russia,USA,0.743,545,0
207.32.237.19,159.28.231.169,50217,7455,UDP,289,63,219,33008,15135,5,11,0.89,5,0.62,0,DDoS,China,India,0.237,546,0
237.178.218.132,95.235.123.82,2827,6578,UDP,1566,558,260,19250,28744,3,22,0.17,20,0.81,0,Normal,Russia,Russia,0.835,547,0
168.102.10.99,158.237.249.4,48974,7048,UDP,6933,248,1177,47625,49243,8,10,0.91,1,0.54,1,SQL Injection,UK,China,0.562,548,0
239.249.126.177,95.156.204.83,2065,4493,UDP,3793,120,1198,1402,24330,14,5,0.77,36,0.77,0,Normal,China,India,0.113,549,0
107.193.251.29,190.228.111.131,47345,5987,ICMP,3639,877,1243,24904,47103,1,10,0.8,17,0.03,0,Normal,China,India,0.774,550,0
109.3.76.57,39.62.22.187,4841,4888,UDP,4546,601,463,8393,21346,3,13,0.7,1,0.87,0,Normal,China,Russia,0.625,551,0
195.135.134.46,60.27.138.31,40761,4652,TCP,667,444,107,32829,28460,20,9,0.07,3,0.3,0,Normal,India,Germany,0.265,552,0
240.229.191.168,45.140.3.89,61999,1956,UDP,1549,412,696,16928,37408,9,14,0.37,25,0.96,0,Normal,Germany,Germany,0.945,553,0
247.98.93.181,170.77.37.58,11596,4904,UDP,3306,587,275,40356,32843,48,22,0.63,12,0.96,0,Normal,Russia,India,0.235,554,0
47.69.185.219,204.74.91.75,26237,6983,ICMP,3419,751,462,6938,9166,18,20,0.79,17,0.92,0,Normal,UK,Germany,0.317,555,0
192.153.214.197,61.24.52.49,56175,6257,UDP,9102,75,861,21159,30640,26,26,0.78,18,0.44,0,Normal,China,China,0.442,556,0
225.77.233.22,16.56.7.21,62137,1333,TCP,9883,468,1131,32939,30371,39,1,0.87,29,0.42,0,Normal,USA,USA,0.478,557,0
186.195.11.30,125.201.167.196,8680,7208,TCP,7125,759,286,11559,40764,22,26,0.14,3,0.1,0,DoS,India,UK,0.337,558,0
36.241.30.68,103.141.210.56,18832,5317,TCP,5669,439,335,37240,44300,26,3,0.89,28,0.23,0,Normal,Germany,UK,0.457,559,0
3.50.155.47,119.180.159.127,41638,2103,TCP,463,432,853,46521,32436,25,9,0.41,28,0.4,0,Normal,USA,UK,0.488,560,0
253.81.8.70,72.87.216.165,10035,709,TCP,2953,504,1387,32094,22075,7,10,0.07,21,0.02,0,DoS,USA,Germany,0.502,561,0
66.229.141.239,125.154.17.161,64813,4207,ICMP,489,404,601,16621,30033,34,17,0.2,22,0.97,1,SQL Injection,Russia,China,0.471,562,0
34.169.62.148,235.141.128.195,3512,2397,TCP,3519,342,109,37551,29105,49,26,0.25,22,0.32,0,Normal,Russia,India,0.881,563,0
87.57.125.85,52.203.49.175,53626,6094,UDP,9366,60,136,15005,34886,45,10,0.48,5,0.3,0,Normal,UK,UK,0.58,564,0
99.79.79.53,133.95.69.99,44461,4341,UDP,2101,396,1224,35477,17175,14,5,0.85,47,0.01,0,DoS,USA,USA,0.115,565,0
224.199.173.208,128.87.125.97,35272,2994,TCP,7508,797,283,30682,3183,42,25,0.48,49,0.22,0,Normal,UK,China,0.639,566,0
107.12.51.36,95.71.128.71,1367,3027,UDP,3858,483,258,45970,34841,5,6,0.47,32,0.52,0,Normal,India,Germany,0.683,567,0
150.27.168.253,66.212.159.13,25464,2661,TCP,7151,991,499,8441,285,25,23,0.83,5,0.37,0,Normal,UK,China,0.239,568,0
1.211.253.145,198.119.159.240,54332,2007,TCP,1957,534,1453,17723,30256,10,27,0.02,38,0.23,0,DoS,India,USA,0.272,569,0
140.92.166.49,106.65.43.122,14514,5227,TCP,5396,82,470,21454,3316,24,11,0.59,37,0.65,0,Normal,Russia,Russia,0.259,570,0
214.177.130.215,138.148.89.250,4848,3164,ICMP,253,497,1301,44081,46993,28,13,0.47,9,0.18,1,DDoS,Germany,China,0.282,571,0
137.195.210.230,240.105.130.95,8830,4104,UDP,5432,55,552,6497,26103,19,12,0.95,26,0.25,1,Normal,UK,China,0.907,572,0
15.211.156.129,51.244.254.137,59052,3891,UDP,7675,986,859,5505,897,46,13,0.15,15,0.65,0,Normal,China,Russia,0.172,573,0
117.94.136.187,20.41.144.156,9528,744,ICMP,2296,78,261,41528,25187,37,8,0.78,26,0.89,0,Normal,India,China,0.695,574,0
211.67.89.124,159.7.231.31,40814,7767,TCP,8452,601,135,36073,19659,23,22,0.57,14,0.34,0,Normal,UK,India,0.137,575,0
77.233.234.150,70.179.80.130,6723,6235,UDP,6089,80,542,12694,41481,46,23,0.5,11,0.2,0,DDoS,China,UK,0.211,576,1
76.208.239.205,211.148.125.116,20175,5790,TCP,8235,550,406,28542,18751,18,1,0.77,28,0.39,0,Ransomware,UK,UK,0.791,577,0
166.102.231.249,203.229.115.220,58176,1194,ICMP,1934,718,704,4887,6276,6,28,0.26,7,0.27,0,Normal,USA,UK,0.589,578,1
2.60.36.129,69.1.235.246,24224,778,UDP,5784,894,763,48833,13232,9,22,0.38,38,0.35,0,Botnet,USA,USA,0.768,579,0
42.188.145.123,122.216.77.24,24398,7252,TCP,9191,838,1230,44145,21806,16,23,0.97,30,0.3,0,Normal,Germany,USA,0.882,580,0
236.171.211.61,63.158.245.167,46484,1296,ICMP,3513,377,550,5568,5621,43,23,0.44,19,0.5,0,Normal,China,China,0.843,581,0
58.146.108.67,94.76.89.217,16176,553,UDP,1576,102,1161,1225,4453,35,5,0.58,1,0.42,0,Normal,China,USA,0.562,582,0
217.202.137.16,79.53.109.98,52061,2112,ICMP,8005,843,113,6422,25977,11,14,0.8,47,0.17,0,Normal,India,USA,0.642,583,0
230.193.253.57,81.182.205.4,42882,2186,TCP,8027,475,1217,42045,12673,40,12,0.47,40,0.46,0,Normal,Germany,China,0.609,584,0
104.58.175.1,178.6.254.77,62528,2990,UDP,4447,176,1070,7546,31281,10,13,0.54,34,0.17,1,Normal,China,Germany,0.382,585,0
217.49.176.182,40.207.33.156,45603,6805,ICMP,4887,327,979,19663,39587,21,19,0.41,16,0.76,0,Normal,USA,India,0.992,586,0
251.92.10.134,129.123.249.97,16246,2865,TCP,6171,999,229,40625,14581,28,18,0.69,37,0.62,1,Normal,China,UK,0.928,587,0
5.211.158.113,55.110.155.41,24595,776,UDP,7034,365,1035,20466,13093,4,16,0.05,27,0.03,0,Normal,UK,China,0.139,588,0
224.201.192.173,135.233.227.85,54701,1067,UDP,3241,598,1427,19331,39299,5,17,0.99,27,0.02,0,Normal,USA,India,0.384,589,0
166.79.255.28,32.11.198.48,18740,5064,ICMP,7848,704,1419,49055,16608,2,11,0.55,10,0.17,0,Normal,China,Russia,0.982,590,0
56.113.198.5,182.37.80.45,52988,7327,ICMP,6522,628,303,35908,49926,27,9,0.49,47,0.15,0,Normal,Russia,China,0.821,591,0
126.51.220.181,168.112.100.14,34179,1528,TCP,6570,736,780,24734,24986,7,2,0.26,41,0.47,0,Normal,Russia,India,0.412,592,0
213.55.12.72,16.208.62.22,32940,7866,TCP,6454,607,1296,13566,34914,32,1,0.86,6,0.51,0,Normal,Germany,UK,0.562,593,0
82.118.139.213,236.228.225.215,37998,6839,UDP,862,442,1388,24894,3726,8,24,0.56,15,0.25,0,Normal,Germany,USA,0.125,594,0
217.157.187.64,157.231.116.235,36567,2219,TCP,86,962,940,31918,11186,5,4,0.11,6,0.92,1,DDoS,China,Russia,0.264,595,0
216.31.182.127,50.17.169.48,36014,2655,UDP,8127,607,1399,2184,46985,16,20,0.34,31,0.32,1,Normal,UK,China,0.693,596,0
187.108.197.149,204.51.71.62,47781,2097,TCP,9073,552,228,32028,2554,36,17,0.39,1,0.95,0,Normal,Russia,Russia,0.312,597,0
58.163.169.233,217.16.136.150,26543,4535,ICMP,1185,561,133,39080,42932,35,19,0.81,29,0.89,0,Normal,UK,China,0.597,598,0
219.123.180.227,51.185.197.148,55885,5611,TCP,1924,73,687,17109,7159,4,3,0.07,20,0.18,0,Normal,USA,USA,0.591,599,0
232.180.139.3,64.72.84.203,18990,6220,ICMP,7754,585,240,28488,5814,4,18,0.26,28,0.17,0,DDoS,India,UK,0.948,600,0
16.116.242.31,47.64.226.62,13757,2826,TCP,1756,585,274,1124,16830,39,17,0.45,40,0.11,0,Normal,Germany,China,0.434,601,0
169.6.133.238,13.144.213.229,55392,6398,ICMP,2707,919,611,15340,42823,21,27,0.43,43,0.87,0,Normal,UK,India,0.584,602,0
121.132.17.67,57.83.13.159,11320,7431,TCP,462,375,1404,44950,838,23,2,0.06,6,0.59,0,Normal,India,UK,0.38,603,0
215.160.216.192,229.128.236.216,33475,6913,ICMP,585,226,459,10188,2211,43,2,0.77,12,0.72,0,Normal,Russia,USA,0.739,604,0
49.49.127.97,153.16.162.89,4756,1340,ICMP,2024,755,1474,33497,32261,8,24,0.94,22,0.99,0,Normal,Russia,Russia,0.197,605,0
43.34.197.208,146.70.204.73,11856,3822,ICMP,5382,813,438,15745,34180,17,16,0.19,35,0.83,0,Normal,India,China,0.906,606,0
150.225.240.2,112.91.201.166,10595,1411,TCP,9461,179,265,14340,39313,48,9,0.36,6,0.88,0,Normal,USA,China,0.474,607,0
251.142.84.180,106.247.84.51,30827,6181,ICMP,8009,81,370,42687,40093,22,27,0.35,33,0.53,1,Normal,UK,China,0.182,608,0
227.28.62.206,246.235.132.176,35179,2517,UDP,2701,463,1445,29246,28086,26,14,0.25,5,0.41,0,Normal,India,UK,0.874,609,1
174.223.175.46,216.196.131.232,20889,6906,ICMP,7481,815,483,41597,11693,25,27,0.79,15,0.2,0,Normal,USA,China,0.152,610,0
206.15.126.68,171.89.74.92,19496,5545,UDP,7000,134,768,18263,47988,47,25,0.07,22,0,0,SQL Injection,China,USA,0.395,611,0
177.47.122.135,216.41.92.22,39434,5098,ICMP,3567,516,501,9988,24086,37,24,0.51,5,0.81,0,Normal,Germany,USA,0.113,612,0
106.164.60.204,153.96.208.58,2136,2613,UDP,6765,32,337,25851,4048,10,18,0.38,43,0.68,0,DoS,UK,Germany,0.805,613,0
201.183.251.105,203.249.141.58,19480,7035,TCP,2218,306,52,24661,39680,5,1,0.06,30,0.53,0,Normal,China,Russia,0.87,614,0
203.192.151.251,103.83.97.191,15517,3709,UDP,1915,998,1389,33696,45517,38,6,0.91,27,0.64,1,Normal,India,UK,0.639,615,0
154.173.202.213,204.175.214.253,13743,4882,UDP,5784,399,79,36760,48822,27,16,0.59,31,0.56,0,Normal,China,China,0.872,616,0
156.169.216.231,155.203.246.232,39426,7303,UDP,6229,450,1331,43785,38965,5,15,0.22,20,0.26,0,Normal,Russia,India,0.635,617,0
59.21.67.117,244.254.193.145,54875,4835,TCP,7784,449,1197,12989,43184,34,6,0.09,35,0.41,1,Normal,USA,India,0.105,618,0
145.31.139.29,38.71.7.145,58318,7016,TCP,4415,957,547,37561,37896,22,10,0.22,40,0.1,0,Normal,USA,USA,0.685,619,0
96.157.209.140,215.129.146.145,62435,609,UDP,3591,899,1103,23857,10413,35,26,0.57,39,0.42,0,Ransomware,Russia,USA,0.305,620,0
154.154.114.1,103.201.107.56,46282,2357,TCP,6224,223,1216,35955,43854,41,28,0.41,14,0.71,0,Normal,India,Germany,0.143,621,0
40.17.185.242,33.170.2.97,14333,6319,UDP,659,698,1177,33176,49035,11,24,0.73,31,0.12,1,Normal,Germany,Germany,0.805,622,0
123.124.66.132,97.244.242.178,45190,2113,ICMP,3,299,1016,47384,32601,14,21,0.12,11,0.51,0,Normal,Russia,India,0.908,623,0
245.125.111.154,5.251.44.2,37691,2990,UDP,638,421,509,11255,33093,26,2,0.65,3,0.33,1,Normal,Russia,UK,0.508,624,0
210.225.57.156,21.89.10.187,7777,2509,ICMP,6849,804,1106,37950,35014,44,8,0.32,32,0.45,0,Normal,Russia,UK,0.107,625,0
188.51.254.50,4.90.197.120,52927,6083,TCP,1544,299,192,38096,470,1,12,0.08,19,0.85,0,Normal,India,UK,0.975,626,0
128.3.208.236,96.77.115.1,64536,6215,ICMP,5574,111,168,31623,36801,23,20,0.04,3,0.16,0,Normal,Russia,China,0.515,627,0
113.2.223.8,162.207.187.57,39266,6980,UDP,2586,254,884,28581,44667,7,19,0.87,20,0.52,1,DDoS,China,China,0.994,628,0
56.239.201.31,230.155.64.239,59986,6581,TCP,2509,511,333,39454,45073,23,29,0.13,4,0.48,1,Normal,UK,UK,0.246,629,0
23.242.121.169,109.100.90.215,24610,5580,ICMP,8780,598,1456,44341,24265,34,18,0.52,47,0.98,0,Normal,India,China,0.958,630,0
89.166.90.209,92.73.58.24,44049,5490,ICMP,706,632,823,4476,20855,4,21,0.31,19,0.56,0,Normal,UK,Russia,0.181,631,0
54.253.185.53,198.199.156.9,8598,3353,ICMP,6908,680,1374,12572,47713,19,23,0.55,33,0.97,0,Botnet,USA,Germany,0.544,632,0
166.82.79.116,127.132.85.108,46218,7707,ICMP,4487,142,926,17151,20564,23,2,0.14,27,0.89,0,Normal,UK,Russia,0.656,633,0
78.25.241.244,90.210.20.54,11270,219,TCP,4116,243,1153,43990,32399,12,10,0.6,8,0.86,0,Normal,India,UK,0.827,634,0
112.225.178.251,126.94.186.234,36714,4279,UDP,5835,70,1093,37150,43373,16,8,0.59,11,0.11,0,Normal,India,UK,0.123,635,0
178.243.11.150,30.171.62.37,34420,7019,TCP,4568,265,1184,39742,26637,25,10,0.96,27,0.43,0,Normal,China,Russia,0.918,636,0
14.130.28.76,26.196.146.217,45147,7469,TCP,1343,950,325,42672,6119,43,22,0.45,12,0.65,0,Normal,Russia,Germany,0.292,637,0
31.121.185.59,16.232.130.220,5723,4759,ICMP,4313,231,574,17156,22817,20,22,0.1,16,0.73,0,Normal,UK,USA,0.368,638,0
93.208.154.29,116.243.181.109,33896,7563,UDP,7727,274,1030,47213,34313,34,9,0.27,8,0.81,0,Normal,China,China,0.453,639,0
82.162.179.238,170.242.31.173,23588,875,UDP,8692,930,895,3547,8627,49,25,0.32,46,0.49,0,Normal,UK,UK,0.903,640,0
185.87.217.64,16.84.176.237,65310,6292,TCP,9820,888,1150,32750,2192,22,16,0.5,1,0.89,0,Normal,UK,Russia,0.802,641,0
202.221.34.177,91.5.59.42,32175,2607,UDP,3177,560,757,42422,47296,40,14,0.25,5,0.18,1,Normal,USA,UK,0.892,642,0
205.83.41.50,74.200.225.225,32389,6810,ICMP,3860,680,615,44733,421,22,17,0.89,37,0.98,1,Normal,Russia,India,0.773,643,0
228.216.228.220,85.68.163.4,42267,7082,ICMP,8315,513,562,44745,34138,28,28,0.56,21,0.73,0,Normal,Germany,China,0.338,644,0
145.197.174.195,245.1.165.251,40288,6988,TCP,1139,419,1333,38046,32708,12,24,0.82,3,0.2,1,Normal,China,Germany,0.927,645,0
248.115.117.247,99.24.157.214,11931,3768,TCP,325,978,694,15322,29273,17,24,0.67,32,0.51,0,Normal,China,USA,0.777,646,0
122.20.227.230,2.31.55.24,28888,1348,TCP,654,302,1071,40474,44936,46,19,0.44,2,0.33,0,Normal,China,UK,0.496,647,1
167.30.2.96,94.203.99.148,51080,5362,TCP,5024,639,1037,35704,48792,13,2,0.62,41,0.77,0,Normal,Russia,USA,0.393,648,0
8.85.8.211,140.196.107.129,35405,2189,TCP,1911,951,114,5523,11205,33,4,0.7,24,0.22,0,Normal,India,Germany,0.506,649,0
213.84.196.223,250.250.58.178,42336,996,UDP,3991,298,1237,43778,9581,25,26,0.91,29,0.08,0,Normal,USA,India,0.428,650,0
100.37.89.121,198.164.133.82,33423,268,UDP,2626,833,53,40052,28220,22,28,0.94,13,0.56,0,Normal,Russia,China,0.584,651,0
158.252.172.12,97.200.224.139,10158,5613,UDP,8304,765,609,45092,15971,9,8,0.83,18,0.64,0,Normal,USA,Russia,0.609,652,0
159.87.107.180,64.182.16.152,23057,6562,TCP,5832,912,958,21870,41551,6,18,0.2,26,0.74,1,Normal,Germany,Germany,0.819,653,0
184.84.11.55,3.131.172.3,47159,6373,ICMP,4713,639,1210,32344,49769,32,12,0.66,30,0.84,0,Normal,USA,India,0.825,654,0
69.27.249.154,54.168.141.71,32852,6476,UDP,7855,646,488,3889,4558,13,5,0.16,7,0.08,1,Normal,USA,UK,0.211,655,0
178.13.29.34,135.204.47.115,19784,761,ICMP,1927,410,623,2210,42442,41,13,0.27,2,0.44,0,Normal,Germany,USA,0.812,656,0
226.79.71.167,20.199.93.42,30101,705,TCP,7568,912,333,23428,7741,22,22,0.27,6,0.76,1,Normal,Russia,Germany,0.485,657,0
170.210.240.13,18.153.169.197,29400,637,TCP,5667,920,595,5550,8781,12,28,0.99,26,0.35,0,Normal,China,Germany,0.463,658,0
212.74.107.187,186.88.48.61,51643,4274,TCP,5703,424,340,26833,23032,43,20,0.17,4,0.77,1,Normal,Germany,Germany,0.153,659,0
224.71.249.232,98.117.86.52,34863,5272,UDP,1498,900,828,46860,17889,4,24,0.08,1,0.02,1,Botnet,China,India,0.713,660,0
184.99.60.146,65.86.46.167,52262,5934,ICMP,9531,419,252,26817,15847,39,20,0.74,22,0.42,0,Normal,India,USA,0.538,661,0
10.141.67.154,28.54.34.42,34400,6988,UDP,7810,308,716,1571,29702,11,24,0.97,18,0.42,0,Normal,USA,USA,0.577,662,0
233.133.58.158,71.178.13.244,56714,7078,ICMP,8699,743,1049,21477,13059,43,9,0.28,43,0.01,0,Normal,India,UK,0.479,663,0
119.140.79.240,87.107.160.199,4060,1488,TCP,9617,895,269,10234,19822,45,11,0.63,45,0.47,0,Normal,Russia,China,0.22,664,0
154.36.65.193,206.76.22.33,47194,159,UDP,7696,258,804,9498,34049,40,20,0.09,41,0.66,0,DoS,Germany,Germany,0.357,665,0
70.125.208.74,45.229.198.73,41593,782,TCP,5153,124,1367,24521,13467,15,28,0.23,48,0.8,0,Normal,China,India,0.963,666,0
111.226.138.201,234.104.164.161,15934,2016,ICMP,7467,170,1281,16123,7931,27,23,0.77,3,0.01,0,Normal,China,UK,0.803,667,0
227.175.88.206,91.157.50.230,9563,6846,TCP,9584,148,1222,40496,18872,42,11,0.94,29,0.46,0,Normal,China,Germany,0.944,668,0
87.26.55.67,86.102.103.207,3779,4724,TCP,873,352,336,42714,35582,17,19,0.66,44,0.06,0,SQL Injection,China,UK,0.532,669,0
126.194.207.72,73.250.208.56,32009,7356,UDP,3995,388,807,5999,28513,9,8,0.77,15,0.24,0,Normal,Germany,India,0.629,670,0
40.74.144.15,157.7.22.253,50897,6807,TCP,6184,806,1412,10276,48768,21,2,0.99,18,0.14,0,Normal,Germany,UK,0.649,671,0
